Domain	Phylum	Class	Order	Family	Genus	Species	A1	A16	A16B	A16S	A19	A19B	A19S	A2	B10	B10B	B10S	B6	B6B	B6S
582d5db2cd29c2f483dc4360925c9e48	Bacteria	Acidobacteriota	Terriglobia	Bryobacterales	Bryobacteraceae	Unassigned	Unassigned	0	0	0	34	0	0	0	0	0	0	0	0	0	0
3fd62be0f918fc912877e758b775f37d	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales_505101	Beijerinckiaceae	Bosea	Unassigned	0	0	0	0	34	0	0	0	0	0	0	0	0	0
5eb339f58cb8badc0c94455bb2d3d153	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Unassigned	Unassigned	Unassigned	0	0	0	0	34	0	0	0	0	0	0	0	0	0
73fb6793976763d2371ff806504006d5	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales_505101	Xanthobacteraceae	Unassigned	Unassigned	0	0	0	0	34	0	0	0	0	0	0	0	0	0
f47b9f7971612363451e70945c709025	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Cellulomonadaceae	Unassigned	Unassigned	0	0	0	0	34	0	0	0	0	0	0	0	0	0
5f9336c7373a5fe25e246b6ad9d3a7df	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Pseudonocardiaceae	Pseudonocardia	Unassigned	0	0	0	0	0	34	0	0	0	0	0	0	0	0
5d0d856e5a3b18dd8e993d743b9b10c2	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	Aquisphaera	Unassigned	0	0	0	0	0	0	34	0	0	0	0	0	0	0
2e2364da296a88798bb4f006048b9f75	Bacteria	Chloroflexota	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Dictyobacter	Unassigned	0	0	0	0	0	0	34	0	0	0	0	0	0	0
75c1e45191d84a775807ea61c1fc73ac	Bacteria	Chloroflexota	Dehalococcoidia	Dehalococcoidales	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	34	0	0	0	0	0	0	0
ba7e862c991cc32ca2e3eb953ddd56de	Bacteria	Acidobacteriota	Terriglobia	Bryobacterales	Bryobacteraceae	Bog-159	Bog-159 sp003166475	0	0	0	0	0	0	34	0	0	0	0	0	0	0
5c3ae77bef9bef7eecb98a77497e7846	Bacteria	Acidobacteriota	Terriglobia	Bryobacterales	Bryobacteraceae	Fen-178	Unassigned	0	0	0	0	0	0	34	0	0	0	0	0	0	0
0fe1671a200849fadd585792e2e1d332	Bacteria	Acidobacteriota	UBA6911	UBA6911	UBA6911	Gp18-AA60	Gp18-AA60 sp003225335	0	0	0	0	0	0	34	0	0	0	0	0	0	0
9f466d065164a41c790f576e448793b1	Bacteria	Acidobacteriota	Terriglobia	Bryobacterales	Bryobacteraceae	Palsa-187	Unassigned	0	0	0	0	0	0	0	0	0	34	0	0	0	0
8ee2bfa5d098a4f7cf526f51244d97d2	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	Tundrisphaera	Tundrisphaera lichenicola	0	0	0	0	0	0	0	0	0	34	0	0	0	0
cc974e4fa679d1186454c0c8b15a83a3	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales_505101	Beijerinckiaceae	Methylobacterium	Unassigned	0	0	0	0	0	0	0	0	0	34	0	0	0	0
a5434830ed22069b111cb3c77489f64a	Bacteria	Patescibacteria	Paceibacteria	UBA9973	UBA2103	C7867-001	C7867-001 sp011322135	0	0	0	0	0	0	0	0	0	0	34	0	0	0
8312fcb49a1b73e3ac9bcfa84e5be82b	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae_486827	Sphingomonas_G_483302	Sphingomonas_G solaris	0	0	0	0	0	0	0	0	0	0	0	34	0	0
310f3a1040d2a3607f797d21318d9835	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	34	0	0
dcdb21d06366a94688a4aa96e8d613cc	Bacteria	Chloroflexota	Chloroflexia	Chloroflexales	Chloroflexaceae	JAAUSQ01	JAAUSQ01 sp012033195	0	0	0	0	0	0	0	0	0	0	0	0	34	0
f179111a0c33528121b9f235a3906c48	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	34	0
f53436dc91b493f7c27eb22de82e8bc0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	JC017	JC017 sp004296775	0	0	0	0	0	0	0	0	0	0	0	0	34	0
67da3d1879f084054243a85a426c8707	Bacteria	Chloroflexota	Limnocylindria	Limnocylindrales	CSP1-4	GWC2-73-18	GWC2-73-18 sp001794945	0	0	0	0	0	0	0	0	0	0	0	0	0	34
9a7c43045add1b0b25975c27b7e8b608	Bacteria	Pseudomonadota	Alphaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	34
0e9be5aa6ab3e3393e690cabc736007c	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	34
db017a65a5e309a5120696feb5e00401	Bacteria	Actinomycetota	Acidimicrobiia_401430	Acidimicrobiales	RAAP-2	RAAP-2	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	34
ca816218bbf25cd6d2503f34c37268bb	Bacteria	Acidobacteriota	Terriglobia	Bryobacterales	Bryobacteraceae	Bog-375	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	34
aa0ca264a9d15d5cc0f85af70106e3d2	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	34
92e77cc703cd2647c8dbc1afe4f5c819	Bacteria	Patescibacteria	Paceibacteria	UBA9973	UBA2103	C7867-001	C7867-001 sp900299275	0	0	0	0	0	0	0	0	0	0	0	0	0	34
e364df3381f4985bf28d564056744b3a	Bacteria	Bacillota_A_368345	Clostridia_258483	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	34
b85f67e14b07d605bafea29ccd68f064	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales_505101	Xanthobacteraceae	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	34
32b836a700f256388cdcfc6b0dd933d4	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	JC017	JC017 sp004296775	33	0	0	0	0	0	0	0	0	0	0	0	0	0
5b61db45b516c4eb5323906e82a8f95a	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales_505101	Xanthobacteraceae	Ancylobacter	Unassigned	24	9	0	0	0	0	0	0	0	0	0	0	0	0
76ea36016e562e8f34c4ed8ceca9fc2d	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Unassigned	Unassigned	Unassigned	8	0	0	0	0	0	0	0	0	0	0	25	0	0
0b9574692b7369d3ccf21c9cf9d0edf1	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	JAABRT01	JAABRT01 sp011390935	0	33	0	0	0	0	0	0	0	0	0	0	0	0
6d51d82041b68ab65dc71361bdf945e8	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	Tepidisphaeraceae	UBA2421	UBA2421 sp002343075	0	33	0	0	0	0	0	0	0	0	0	0	0	0
fbdfdabf6fd8e9ef07997e0231d4729e	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA10212	21-14-0-10-47-8-A	Unassigned	0	0	0	33	0	0	0	0	0	0	0	0	0	0
80e5a38949ee8a32c19bd6fbea860f45	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Unassigned	Unassigned	0	0	0	33	0	0	0	0	0	0	0	0	0	0
7724500f5a3c97a18728ae3a59ea8bff	Bacteria	Patescibacteria	Doudnabacteria	UBA920	O2-02-FULL-48-8	O2-12-FULL-42-9	O2-12-FULL-42-9 sp001777665	0	0	0	33	0	0	0	0	0	0	0	0	0	0
1736459352b80419f3ddc1da57a8e7a4	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA10212	21-14-0-10-47-8-A	Unassigned	0	0	0	33	0	0	0	0	0	0	0	0	0	0
d8e7bf8b6b5e049ecb2c7623ffbd0796	Bacteria	Patescibacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	33	0	0	0	0	0	0	0	0	0	0
1411ca5351dad8b2cd51b6c2848593e0	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	33	0	0	0	0	0	0	0	0	0	0
9ab3c11a35776c7d5bdce1e6f7e0cab7	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	Tepidisphaeraceae	UBA2421	UBA2421 sp002343075	0	0	0	33	0	0	0	0	0	0	0	0	0	0
e32d375495adaeff2053c8b9958bed78	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales_505101	Beijerinckiaceae	Unassigned	Unassigned	0	0	0	0	33	0	0	0	0	0	0	0	0	0
a1a1498c129270bb90cce4a87e1a2f05	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Microbacteriaceae	Unassigned	Unassigned	0	0	0	0	33	0	0	0	0	0	0	0	0	0
f4db53e829ed48787253fbd519e6ebc1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	JC017	JC017 sp004296775	0	0	0	0	0	33	0	0	0	0	0	0	0	0
fdf27cf9b60daacdc63fc7f72f1e842b	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae_486827	Unassigned	Unassigned	0	0	0	0	0	33	0	0	0	0	0	0	0	0
0713671a2007d651d9ed8d7c1f5218f8	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	33	0	0	0	0	0	0	0	0
9e0579de7fdec03d980d20aa37c42269	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	JC017	JC017 sp004296775	0	0	0	0	0	33	0	0	0	0	0	0	0	0
efe07e8bbb0a3366ceb53de85268eda4	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales_608018	Thiotrichaceae_608018	Thiofilum	Unassigned	0	0	0	0	0	33	0	0	0	0	0	0	0	0
3ce783970029f970327d7c4db05c403b	Bacteria	Acidobacteriota	Terriglobia	Bryobacterales	Bryobacteraceae	Bog-159	Bog-159 sp003166475	0	0	0	0	0	0	33	0	0	0	0	0	0	0
52997f8f56b1124d410dac00fa482ef5	Bacteria	Actinomycetota	Acidimicrobiia_401430	IMCC26256	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	33	0	0	0	0	0	0	0
3b6ecd9a54e20c19c9f116d657f7a372	Bacteria	Pseudomonadota	Alphaproteobacteria	Micropepsales	Micropepsaceae	Rhizomicrobium	Rhizomicrobium palustre	0	0	0	0	0	0	33	0	0	0	0	0	0	0
3f323e0c316dbde23da97f092242e84c	Bacteria	Patescibacteria	ABY1	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	33	0	0	0	0	0	0	0
8cc3408642283c1872c8f493a59bb0d6	Bacteria	Bacteroidota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	33	0	0	0	0	0	0	0
6d5a47220568d8bd032136466e41c63d	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	Tundrisphaera	Tundrisphaera lichenicola	0	0	0	0	0	0	0	0	0	33	0	0	0	0
fd2feede474b9695b4e0c093266a4da1	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae_486827	Sphingomonas_L_486704	Unassigned	0	0	0	0	0	0	0	0	0	0	0	33	0	0
c533c11e493bb990867ed9d4c1d942f2	Bacteria	Chloroflexota	Limnocylindria	QHBO01	QHBO01	CF-167	CF-167 sp005879775	0	0	0	0	0	0	0	0	0	0	0	0	33	0
c1c9e39619fd966159a3beb0bfc17e7c	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	33	0
2108bba50439cf26adb0b8e1455e2bfb	Bacteria	Acidobacteriota	Terriglobia	Bryobacterales	Bryobacteraceae	Bog-159	Bog-159 sp003166475	0	0	0	0	0	0	0	0	0	0	0	0	33	0
bcc3ef9e381ae172070ed4b05818d3bd	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	33	0
e804cf6293a0f8b343c6b695559bd59d	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	33	0
11be3fc25da9ee7cddaabbf8c19546f2	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	JC017	JC017 sp004296775	0	0	0	0	0	0	0	0	0	0	0	0	33	0
3b200b2282e9590e9a63c6e45168dea4	Bacteria	Patescibacteria	Paceibacteria	UBA9973	UBA2103	C7867-001	C7867-001 sp001781625	0	0	0	0	0	0	0	0	0	0	0	0	0	33
28de62f1f301238bac2dd1abe21dbba3	Bacteria	Chloroflexota	Anaerolineae	Anaerolineales	Villigracilaceae	UBA877	UBA877 sp009772985	0	0	0	0	0	0	0	0	0	0	0	0	0	33
1df5830f630b40f69409e9da273c09a5	Bacteria	Acidobacteriota	Terriglobia	Terriglobales	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	33
f3ee050fdf5cb42b16fe6477fe01dd61	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae_486827	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	33
c76aa97b1ec50a043eed1a597d9c6a46	Bacteria	Acidobacteriota	Terriglobia	Terriglobales	SbA1	Gp1-AA122	Gp1-AA122 sp003225055	0	0	0	0	0	0	0	0	0	0	0	0	0	33
98bd7860ad704a61d62db8121140dd2f	Bacteria	Acidobacteriota	Terriglobia	Bryobacterales	Bryobacteraceae	Bog-375	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	33
aead61667edf982f48bfb76b5420d543	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Microbacteriaceae	Unassigned	Unassigned	32	0	0	0	0	0	0	0	0	0	0	0	0	0
318128fc9641c1334b48e77ccabb56a3	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	JC017	JC017 sp004296775	32	0	0	0	0	0	0	0	0	0	0	0	0	0
6fc304efdc05c6cb53c56125311737e8	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Jatrophihabitantaceae	Unassigned	Unassigned	0	32	0	0	0	0	0	0	0	0	0	0	0	0
ea4229633e9c98db5c0cd623b6b566f2	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales_505101	Beijerinckiaceae	Unassigned	Unassigned	0	32	0	0	0	0	0	0	0	0	0	0	0	0
32a954334bbbabbd9e323387990e49a7	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	Tundrisphaera	Tundrisphaera lichenicola	0	32	0	0	0	0	0	0	0	0	0	0	0	0
775802b0c03c6af019c51cd29848e315	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	JC017	JC017 sp004296775	0	0	32	0	0	0	0	0	0	0	0	0	0	0
a1237841f7649965dcdd56c9998588f6	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	JC017	JC017 sp004296775	0	0	32	0	0	0	0	0	0	0	0	0	0	0
a2d570d63df10d933eabea0a3a9b0ea3	Bacteria	Planctomycetota	Phycisphaerae	UBA1845	Fen-1342	Unassigned	Unassigned	0	0	0	32	0	0	0	0	0	0	0	0	0	0
a2c2d9f90620599867636f6ee904b2ff	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA4665	UBA4729	UBA4729 sp002413865	0	0	0	32	0	0	0	0	0	0	0	0	0	0
fd7345486923fd57b8dfa2a317b7d5af	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	32	0	0	0	0	0	0	0	0	0	0
632a617e2384bbb6561ec887ec3f9414	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	TH1-2	Vitreimonas	Unassigned	0	0	0	32	0	0	0	0	0	0	0	0	0	0
4cc1485732c97769872cd2a192377ede	Bacteria	Cyanobacteriota	Vampirovibrionia	Obscuribacterales	Obscuribacteraceae	Unassigned	Unassigned	0	0	0	32	0	0	0	0	0	0	0	0	0	0
2387f195aa299c8a7f93a79c25e30728	Bacteria	Pseudomonadota	Alphaproteobacteria	Micropepsales	Micropepsaceae	Rhizomicrobium	Unassigned	0	0	0	32	0	0	0	0	0	0	0	0	0	0
e78b32062c8159783b26eb1a768c9e4d	Bacteria	Acidobacteriota	Terriglobia	Acidoferrales	UBA7541	Palsa-295	Palsa-295 sp003167215	0	0	0	32	0	0	0	0	0	0	0	0	0	0
e9074c7fc99b858b707deeb9a93e6351	Bacteria	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	Unassigned	Unassigned	0	0	0	32	0	0	0	0	0	0	0	0	0	0
a9bbffed9919e0d60ae6efa39588dacc	Bacteria	Pseudomonadota	Alphaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	32	0	0	0	0	0	0	0	0	0	0
ca02e34ef3b62ce7e80c605084a87aa4	Bacteria	Patescibacteria	Saccharimonadia	UBA4664	SCTI01	SCTI01	SCTI01 sp004297735	0	0	0	32	0	0	0	0	0	0	0	0	0	0
a8883a9f64ceb72b2b7059d45ce27511	Bacteria	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	Unassigned	Unassigned	0	0	0	32	0	0	0	0	0	0	0	0	0	0
91d1d2df3062b594fd3cc5309c991025	Bacteria	Chloroflexota	Chloroflexia	Thermomicrobiales	Unassigned	Unassigned	Unassigned	0	0	0	32	0	0	0	0	0	0	0	0	0	0
96a7ab7ace4438c0b530a707895aa439	Bacteria	Acidobacteriota	Terriglobia	Terriglobales	SbA1	Gp1-AA122	Gp1-AA122 sp003225055	0	0	0	32	0	0	0	0	0	0	0	0	0	0
f3ba65c82cfec487befc7d5e6860c1e1	Bacteria	Actinomycetota	Acidimicrobiia_401430	Acidimicrobiales	RAAP-2	RAAP-2	Unassigned	0	0	0	32	0	0	0	0	0	0	0	0	0	0
1c1eaeea6af6cde2307f18f0853baf5e	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Luteibacter	Luteibacter sp000745055	0	0	0	0	32	0	0	0	0	0	0	0	0	0
a17240a43c20cd7f67bbfbc05b9095d4	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales_505101	Beijerinckiaceae	Unassigned	Unassigned	0	0	0	0	32	0	0	0	0	0	0	0	0	0
45e2db798b3c476e01f3d3d29aa8d01b	Bacteria	Patescibacteria	ABY1	PEXW01	PEXW01	PEXW01	PEXW01 sp003597955	0	0	0	0	0	0	32	0	0	0	0	0	0	0
7297d328087d11516f37316d1c22ac3f	Bacteria	Actinomycetota	Acidimicrobiia_401430	Acidimicrobiales	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	32	0	0	0	0	0	0	0
d67df06b206601f1ee175afc88bd9955	Bacteria	Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Bog-532	Bog-532 sp003164955	0	0	0	0	0	0	32	0	0	0	0	0	0	0
50df93a0f470b2ca07c6a65a2343d0ca	Bacteria	Pseudomonadota	Alphaproteobacteria	Reyranellales	Reyranellaceae	Vineibacter	Unassigned	0	0	0	0	0	0	32	0	0	0	0	0	0	0
f1fd3ccf161ecbe73db815c56175a745	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidisoma	Unassigned	0	0	0	0	0	0	0	0	0	32	0	0	0	0
c1a39ed6398a7d79914f3a96b9059be8	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	Aquisphaera	Unassigned	0	0	0	0	0	0	0	0	0	32	0	0	0	0
81fcf37e39b9727f8803d0809862c5f7	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	Singulisphaera	Singulisphaera rosea	0	0	0	0	0	0	0	0	0	0	32	0	0	0
03afbef4240ce318840f47df99d47a1a	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales_505101	Beijerinckiaceae	Methylobacterium	Methylobacterium iners	0	0	0	0	0	0	0	0	0	0	0	32	0	0
7d043d31d06fcc117876a5f0a15235f1	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	32	0
1e0d32c64a8d602b9b72986378300c32	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales_737866	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	32	0
a3e7cb61ac0e0819c2643532bcd0bc72	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	32	0
22eb784961062e6d3eb72a0afef1cc2b	Bacteria	Acidobacteriota	Aminicenantia	Aminicenantales	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	32
86bcfb4ee5420273b1d38bba81d1ba28	Bacteria	Pseudomonadota	Alphaproteobacteria	Micropepsales	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	32
0e31882faa635bfbf0ee438389361e3b	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Rhodanobacter_613036	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	32
f89aaa2408ae925af6582ddf460cc9f7	Bacteria	Cyanobacteriota	Vampirovibrionia	Obscuribacterales	Obscuribacteraceae	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	32
a343e47a062ab42199fc7bbd64ba741b	Bacteria	Chloroflexota	Limnocylindria	Limnocylindrales	CSP1-4	GWC2-73-18	GWC2-73-18 sp001794945	0	0	0	0	0	0	0	0	0	0	0	0	0	32
c8a9c2dad7bf246b1fede2d59e09d079	Bacteria	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	Granulicella_C_415415	Granulicella_C_415415 sapmiensis	0	0	0	0	0	0	0	0	0	0	0	0	0	32
a98b31b174d35003e68a7792c5b154ca	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	JC017	JC017 sp004296775	0	0	0	0	0	0	0	0	0	0	0	0	0	32
5eca7397544a0d641bd2b700176edde1	Bacteria	Myxococcota_A_473307	Polyangia_463783	Polyangiales	Polyangiaceae	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	32
e98c4c68b3a524fca9a9311b8547247f	Bacteria	Bacteroidota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	32
cf9565cc37f84052cae4b1ba81fbe912	Bacteria	Bacteroidota	Ignavibacteria	SJA-28	OLB5	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	32
a5531cd27f1e451c32d206242476ff9d	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	JC017	JC017 sp004296775	0	0	0	0	0	0	0	0	0	0	0	0	0	32
0822caebf9329bfee87f54ddb3c1a963	Bacteria	Patescibacteria	Paceibacteria	Moranbacterales	UBA2206	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	32
1a62e3045503b1b15246dcd946592dff	Bacteria	Chloroflexota	Chloroflexia	Chloroflexales	Roseiflexaceae	Kouleothrix	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	32
d3ea7e51d2d8ad009152a8e71a82801f	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Jatrophihabitantaceae	Jatrophihabitans_A_372606	Jatrophihabitans_A_372606 soli	31	0	0	0	0	0	0	0	0	0	0	0	0	0
e10d3da5c4282879a9710cfc31c5a5cc	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	31	0	0	0	0	0	0	0	0	0	0	0	0	0
c5c5cdac0f66eeacc32df8adaa02d917	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	JC017	JC017 sp004296775	31	0	0	0	0	0	0	0	0	0	0	0	0	0
691ba5d37ddcec9eb8f12398394dae7c	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Unassigned	Unassigned	31	0	0	0	0	0	0	0	0	0	0	0	0	0
2c4f9bcb3cc27b7d9ee2afb572d12f09	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae_486827	Unassigned	Unassigned	0	31	0	0	0	0	0	0	0	0	0	0	0	0
0a5c564e5b02fa39b6b78fdc0e85277b	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	Aquisphaera	Unassigned	0	31	0	0	0	0	0	0	0	0	0	0	0	0
0722180428625a33425ce6c44f586987	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA4665	UBA4729	UBA4729 sp002413865	0	0	0	31	0	0	0	0	0	0	0	0	0	0
c9a6c3263a7c868e71be76b4fa97a795	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA10212	21-14-0-10-47-8-A	Unassigned	0	0	0	31	0	0	0	0	0	0	0	0	0	0
95932647d8aeb432c8caf1e52a7ee969	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales_505101	Xanthobacteraceae	Unassigned	Unassigned	0	0	0	31	0	0	0	0	0	0	0	0	0	0
ad1c4983038ae4e42c2a33eb4a354dda	Bacteria	Pseudomonadota	Alphaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	31	0	0	0	0	0	0	0	0	0	0
aecc9eaddaeef36e53d76ce0bea13501	Bacteria	Patescibacteria	Doudnabacteria	UBA920	UBA920	UBA920	Unassigned	0	0	0	31	0	0	0	0	0	0	0	0	0	0
3f174f073486542aca17414e3a05333a	Bacteria	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	Acidipila	Unassigned	0	0	0	31	0	0	0	0	0	0	0	0	0	0
d34a7b20aa4f262c83cc1136c24656da	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA4665	UBA4729	UBA4729 sp002413865	0	0	0	31	0	0	0	0	0	0	0	0	0	0
e1c92ad1e496a171476a4c8f75d2de9c	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA4665	GCA-2746885	Unassigned	0	0	0	31	0	0	0	0	0	0	0	0	0	0
b81c39a99ed9a16238801e2eb9beded0	Bacteria	Patescibacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	31	0	0	0	0	0	0	0	0	0	0
d0d02df204313824996387931157cc9e	Bacteria	Acidobacteriota	Terriglobia	Bryobacterales	Bryobacteraceae	Unassigned	Unassigned	0	0	0	31	0	0	0	0	0	0	0	0	0	0
6740666a38b88262908724a43bc194ca	Bacteria	Patescibacteria	Paceibacteria	UBA9973	UBA2103	C7867-001	C7867-001 sp900299275	0	0	0	31	0	0	0	0	0	0	0	0	0	0
