Domain	Phylum	Class	Order	Family	Genus	Species	A1	A16	A16B	A16S	A19	A19B	A19S	A2	B10	B10B	B10S	B6	B6B	B6S
e67d6ed9130f8951ce4010606b4e4ad7	Bacteria	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	Occallatibacter	Unassigned	0	0	0	72	0	0	0	0	0	0	0	0	0	0
da0d9594f1c0da60302ac5f9c6fd81e6	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	TH1-2	VFBF01	VFBF01 sp006515885	0	0	0	72	0	0	0	0	0	0	0	0	0	0
e122ec2c1ab42b3d9fe4b3d5f16a2ba8	Bacteria	Patescibacteria	Paceibacteria	UBA9936	UBA9936	UBA9936	Unassigned	0	0	0	0	0	0	72	0	0	0	0	0	0	0
b7bd8001c8c1d64ff49578c1323e9922	Bacteria	Chloroflexota	Chloroflexia	Chloroflexales	Chloroflexaceae	JAAUSQ01	JAAUSQ01 sp012033195	0	0	0	0	0	0	72	0	0	0	0	0	0	0
a35f0bbd0fe4a137d28cdebb97ff1934	Bacteria	Acidobacteriota	Terriglobia	Bryobacterales	Bryobacteraceae	Unassigned	Unassigned	0	0	0	0	0	0	72	0	0	0	0	0	0	0
76e9aac8e512e028ec583a683bd0e2ae	Bacteria	Acidobacteriota	Terriglobia	Acidoferrales	UBA7541	Palsa-295	Unassigned	0	0	0	0	0	0	72	0	0	0	0	0	0	0
58098db7b950640333c928786cc380c7	Bacteria	Actinomycetota	Acidimicrobiia_401430	Acidimicrobiales	Acidimicrobiaceae_401171	Acidiferrimicrobium	Unassigned	0	0	0	0	0	0	0	0	0	72	0	0	0	0
eda21cea18a7966e0ff04ebc93fa6e96	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	Tundrisphaera	Tundrisphaera lichenicola	0	0	0	0	0	0	0	0	0	72	0	0	0	0
a1a10786cab8267d95d54af309530850	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	Aquisphaera	Unassigned	0	0	0	0	0	0	0	0	0	72	0	0	0	0
863a964b2b49a6baec9afcf1ac850d64	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales_505101	Xanthobacteraceae	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	72	0	0	0
27e95e7ff5f08d89136a04d8cabdb055	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales_505101	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	72	0	0	0
d732e866ef0d5032ad556ce37fa8e57c	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae_486827	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	72	0	0
36e4540d175a4971004a3e2dc7bc6e79	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	JAABRT01	JAABRT01 sp011390935	0	0	0	71	0	0	0	0	0	0	0	0	0	0
5ad705700499c3e9a00156e25bfbcd28	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Jatrophihabitantaceae	Jatrophihabitans_A_372606	Jatrophihabitans_A_372606 soli	0	0	0	0	71	0	0	0	0	0	0	0	0	0
493e5a6e8a6a9145e24aea6e0c7f1e92	Bacteria	Acidobacteriota	Terriglobia	Terriglobales	SbA1	Gp1-AA122	Gp1-AA122 sp003225055	0	0	0	0	0	0	71	0	0	0	0	0	0	0
f5603fa55867372cd347c2436708e833	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales_505101	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	71	0	0	0	0
634199d106a4dcde911bb8e68b333364	Bacteria	Omnitrophota	Koll11	Gygaellales	Profunditerraquicolaceae	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	71	0	0	0
27ef773fe977210a52b870b984bef31f	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales_608018	Thiotrichaceae_608018	Thiofilum	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	71	0
9ac7e824a321a5ba3ba4e00f9901d475	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	71	0
6635f0ba9868fdad3acccf10865b411a	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales_608018	Thiotrichaceae_608018	Thiofilum	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	71	0
4f342a3941857cf35b9a33ff662e869b	Bacteria	Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	71	0
be675884db44af1b14d40564e784e658	Bacteria	Planctomycetota	B15-G4	B15-G4	B15-G4	B15-G4	B15-G4 sp003644265	0	0	0	0	0	0	0	0	0	0	0	0	71	0
6320fcbc6cbdee11f4a8b83c2ba37daa	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales_505101	Xanthobacteraceae	Pseudolabrys_502538	Pseudolabrys sp009694265	0	0	0	0	0	0	0	0	0	0	0	0	71	0
2a9b3e5f1c1c8a597f8a62938e7c7a89	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae_486827	Sphingomonas_L_486704	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	71
153e2f7d661653e517b520b687b78e7d	Bacteria	Chloroflexota	Limnocylindria	Limnocylindrales	CSP1-4	GWC2-73-18	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	71
dad922d2506f69cd6cf2a9c343dbcc96	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales_505101	Xanthobacteraceae	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	71
1c0d27ea9aded408740f153f2b08d19b	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales_505101	Xanthobacteraceae	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	71
e7c1387d90f1a28d0c4453158adb1773	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Geodermatophilaceae	Modestobacter	Unassigned	10	60	0	0	0	0	0	0	0	0	0	0	0	0
d941601d97ad624aafbeb2e2a4c7c4d3	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Micrococcaceae	Rothia	Rothia mucilaginosa	0	0	70	0	0	0	0	0	0	0	0	0	0	0
38a4e5e46d9737b534c7300519b2f944	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	70	0	0	0	0	0	0	0	0	0	0	0
0ce25f9722a5d1bb9ce948955fe9e4b6	Bacteria	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	Granulicella_C_416163	Unassigned	0	0	0	70	0	0	0	0	0	0	0	0	0	0
615714d458b485b05faeb2aa5f06b7d3	Bacteria	Planctomycetota	Phycisphaerae	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	70	0	0	0	0	0	0	0	0	0	0
0b7a414b20bcdd84479b474dfbc88ffa	Bacteria	Pseudomonadota	Alphaproteobacteria	Micropepsales	Micropepsaceae	Micropepsis	Micropepsis pineolensis	0	0	0	70	0	0	0	0	0	0	0	0	0	0
c6b817a22748221c9153ee62560b7336	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales_505101	Devosiaceae	Devosia_A_501803	Unassigned	0	0	0	70	0	0	0	0	0	0	0	0	0	0
289ef4f07c0767741c90280d3eea48b6	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Aeromicrobium	Unassigned	0	0	0	0	70	0	0	0	0	0	0	0	0	0
6077a90a75e9d5b8f7efafbc32ae7ae9	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales_608018	Thiotrichaceae_608018	Thiofilum	Unassigned	0	0	0	0	0	70	0	0	0	0	0	0	0	0
166e1e46ebb98a717d5ab47c3856b729	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	JC017	JC017 sp004296775	0	0	0	0	0	70	0	0	0	0	0	0	0	0
2a233ae531ba079b4b5bed51ec8242b0	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae_486827	Unassigned	Unassigned	0	0	0	0	0	70	0	0	0	0	0	0	0	0
a6a04c020065e5084dcc1eb222df7c6c	Bacteria	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	70	0
3e388a53d7b11f1989d9692d4bfade7f	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales_608018	Thiotrichaceae_608018	Thiofilum	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	70	0
cdf825dc85cd49e09bb3e93510f53dc0	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	70	0
0eb87bf6441c4d223b7e00d6a23c7c6d	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales_505101	Rhizobiaceae	Ensifer_A_499891	Ensifer_A_499891 adhaerens	69	0	0	0	0	0	0	0	0	0	0	0	0	0
ff9030db3a0fec9eb44e021126553435	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Brevundimonas mongoliensis	69	0	0	0	0	0	0	0	0	0	0	0	0	0
ab3e20167cbb4a3323c7b4f471658fc0	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Micrococcaceae	Micrococcus	Unassigned	69	0	0	0	0	0	0	0	0	0	0	0	0	0
db53686c8fab110e9dbb62c372e28828	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Aeromicrobium	Unassigned	0	69	0	0	0	0	0	0	0	0	0	0	0	0
b304a925838d718d07fe71e779ede324	Bacteria	Acidobacteriota	Terriglobia	Acidoferrales	UBA7541	Unassigned	Unassigned	0	0	0	69	0	0	0	0	0	0	0	0	0	0
b9b75506d2d7c69033a58cb2c026214a	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Unassigned	Unassigned	0	0	0	69	0	0	0	0	0	0	0	0	0	0
1ef5670fc80c664b453234b6f440f63f	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	Tepidisphaeraceae	UBA2421	UBA2421 sp002343075	0	0	0	69	0	0	0	0	0	0	0	0	0	0
fdfc073bc367d9468b97ea87190808c3	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales_505101	Xanthobacteraceae	Pseudolabrys_502538	Pseudolabrys sp009694265	0	0	0	69	0	0	0	0	0	0	0	0	0	0
5c70e5b42a378a2aff7069e6cca40f55	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae_486827	Sphingomonas_N_483429	Unassigned	0	0	0	0	69	0	0	0	0	0	0	0	0	0
a7d2140284d54ae7fd18aaedb4c8e276	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	69	0	0	0	0	0	0	0	0
b45689c32958cfdab1d4bc3ea32ee596	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	69	0	0	0	0	0	0	0	0
fd4b47f0b166c2255c6c5528633104e5	Bacteria	Chloroflexota	Anaerolineae	UBA4142	UBA4142	UBA4142	UBA4142 sp002400365	0	0	0	0	0	0	69	0	0	0	0	0	0	0
98cb37920c442489ee757265c860e280	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA4665	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	69	0	0	0
5f14e07c7bc6abcaaa9f55d1dcc91def	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	69	0	0
8b00b38d4d77466a1b4ccc465f3a256a	Bacteria	Pseudomonadota	Alphaproteobacteria	Micropepsales	Micropepsaceae	Micropepsis	Micropepsis pineolensis	0	0	0	0	0	0	0	0	0	0	0	0	69	0
2341d35800c043aa8594d1ac99c2e9f6	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	69	0
d97c300d94ae68392beaa76f90e3e805	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Friedmanniella	Unassigned	0	68	0	0	0	0	0	0	0	0	0	0	0	0
0b2c727897fcc11b7aa6fd6797900f08	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	68	0	0	0	0	0	0	0	0	0	0	0
b79306777f6e7baa5f74bf0b366c1b80	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae_486827	Unassigned	Unassigned	0	0	68	0	0	0	0	0	0	0	0	0	0	0
18efc8562eb1d24df5651bcbd021342e	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	68	0	0	0	0	0	0	0	0	0	0	0
d0bb2626779253e260c73260df10a1e0	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Mitochondria	Unassigned	Unassigned	0	0	68	0	0	0	0	0	0	0	0	0	0	0
6907d7752f94376e16275f03951ea34c	Bacteria	Planctomycetota	Planctomycetia	Gemmatales	Gemmataceae	Unassigned	Unassigned	0	0	0	68	0	0	0	0	0	0	0	0	0	0
2c74df1f993442a3fd32944b75c2aa82	Bacteria	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	Occallatibacter	Occallatibacter riparius	0	0	0	68	0	0	0	0	0	0	0	0	0	0
7911bee75f101a9e0d1174e476da985a	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales_A_650611	Pseudomonadaceae	Pseudomonas_E_647464	Unassigned	0	0	0	0	68	0	0	0	0	0	0	0	0	0
8bf27dc43b42808b4b09334bcedc2c82	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	GWC2-71-9	Palsa-1233	Palsa-1233 sp003169895	0	0	0	0	0	0	68	0	0	0	0	0	0	0
3b9b9acfdd3f29b8de3492882df342c0	Bacteria	Acidobacteriota	Terriglobia	Bryobacterales	Bryobacteraceae	Bog-159	Bog-159 sp003166475	0	0	0	0	0	0	68	0	0	0	0	0	0	0
92eab25c12a521705672517e8c5af220	Bacteria	Chloroflexota	Limnocylindria	Limnocylindrales	CSP1-4	GWC2-73-18	Unassigned	0	0	0	0	0	0	68	0	0	0	0	0	0	0
aef32e7dde1d0bd07d36c24276d4b065	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales_505101	Beijerinckiaceae	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	68	0	0	0	0
05b4cebe981c1dc7f71fecbe2c204d09	Bacteria	Acidobacteriota	Terriglobia	Acidoferrales	UBA7541	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	68	0	0	0
76d1b53ab9ddcd7761eec550beb19368	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	JC017	JC017 sp004296775	0	0	0	0	0	0	0	0	0	0	0	0	68	0
ae577381c783e15d88c8ba4c2312bb8f	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	UBA964	UBA964 sp009926865	0	0	0	0	0	0	0	0	0	0	0	0	68	0
2e8b147a44bcf80ed236bfeb6141ae3e	Bacteria	Bacillota_A_368345	Clostridia_258483	Lachnospirales	Lachnospiraceae	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	68
77003dc7a4a334390992f9d42c438c23	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	GWC2-71-9	Palsa-1233	Palsa-1233 sp003169895	0	0	0	0	0	0	0	0	0	0	0	0	0	68
8f6be278debdef3124aae1a144e57024	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	JC017	JC017 sp004296775	0	0	67	0	0	0	0	0	0	0	0	0	0	0
6d02c1ad02850f8b6ab25117a265339a	Bacteria	Acidobacteriota	Terriglobia	Acidoferrales	UBA7541	Palsa-295	Palsa-295 sp003167215	0	0	0	67	0	0	0	0	0	0	0	0	0	0
9ada205b9967fc2be75c6e467b678de6	Bacteria	Patescibacteria	Saccharimonadia	UBA4664	UBA4664	UBA4664	Unassigned	0	0	0	67	0	0	0	0	0	0	0	0	0	0
ca1d2e5cd9a060f7ed34fd5143fd5cf5	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae_486827	Sphingomonas_G_483299	Unassigned	0	0	0	0	67	0	0	0	0	0	0	0	0	0
52ed264b98a85b866a3a822206a6c4f4	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Unassigned	Unassigned	0	0	0	0	0	67	0	0	0	0	0	0	0	0
333ca57ee1cb9770cdcb437b4f6c3c51	Bacteria	Acidobacteriota	Terriglobia	Bryobacterales	Bryobacteraceae	Palsa-187	Unassigned	0	0	0	0	0	0	67	0	0	0	0	0	0	0
9fab59119378d56f5952349ee387e139	Bacteria	Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	67	0	0	0	0
70eff4864e66137fb9cfe20c6fdd6aed	Bacteria	Desulfobacterota_C	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	67	0	0	0
d2a625c538f3126a3eb5077eae57a78e	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	67	0	0
244b33c5928c70319f34e33135e9bd93	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae_486827	Sphingomonas_G_483302	Sphingomonas_G solaris	0	0	0	0	0	0	0	0	0	0	0	67	0	0
fcacc9108df371e2313bdaa3848a017c	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales_505101	Rhizobiaceae	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	67	0
64f69ddc85eabe93a620654d5de7e4e5	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	67	0
11a712d9636a042943726ba0b51ac438	Bacteria	Cyanobacteriota	Vampirovibrionia	Obscuribacterales	Obscuribacteraceae	SBAT01	SBAT01 sp005240105	0	0	0	0	0	0	0	0	0	0	0	0	0	67
0ae0b75980ab9211c4d81e4543474d36	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	66	0	0	0	0	0	0	0	0	0	0	0	0	0
fdb5d23b97bf0304f791a36e8ead6447	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales_505101	Rhizobiaceae	Unassigned	Unassigned	66	0	0	0	0	0	0	0	0	0	0	0	0	0
693117efac568d1ed5f4a592530c8738	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales_505101	Unassigned	Unassigned	Unassigned	0	66	0	0	0	0	0	0	0	0	0	0	0	0
fc3647187a35b1a79e4e40628a080501	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	66	0	0	0	0	0	0	0	0	0	0	0
e779c05c600c7cb50877ab8aa634a54a	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae_486827	Sphingomonas_O_486718	Sphingomonas_O_486718 paeninsulae	0	0	66	0	0	0	0	0	0	0	0	0	0	0
449ee6ff3c0225b7758277b426631170	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	JC017	JC017 sp004296775	0	0	66	0	0	0	0	0	0	0	0	0	0	0
80e24741957c242090ded236674d4d0f	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	JC017	JC017 sp004296775	0	0	66	0	0	0	0	0	0	0	0	0	0	0
6db266bd456fb74d7a95850dadb7fe0b	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA10212	21-14-0-10-47-8-A	Unassigned	0	0	0	66	0	0	0	0	0	0	0	0	0	0
4c45b834cdb7e2194bb302819c27fa37	Bacteria	Patescibacteria	ABY1	SG8-24	GWF2-40-263	UBA12403	Unassigned	0	0	0	66	0	0	0	0	0	0	0	0	0	0
388269490b6de0f274cf841400d44619	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA4665	UBA5150	UBA5150 sp002792275	0	0	0	66	0	0	0	0	0	0	0	0	0	0
75e0f3e70e11a77a0f1b3e0760c59dcc	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	66	0	0	0	0	0	0	0	0
72a13ad15386db03973fadbf6b5b1c7e	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	66	0	0	0	0	0	0	0	0
bc960ab3b28e265790fbfac1f493f2a8	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Micromonosporaceae	Unassigned	Unassigned	0	0	0	0	0	66	0	0	0	0	0	0	0	0
eab5951b4898567a6b033d0190ade768	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	66	0	0	0	0	0	0	0	0
e711a50fd0de45f15e6cba015aab420f	Bacteria	Pseudomonadota	Alphaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	66	0	0	0	0	0	0	0
bf40ef0d6cc00ebc036622e4100dbde0	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA4665	UBA4729	UBA4729 sp002413865	0	0	0	0	0	0	66	0	0	0	0	0	0	0
69b786eaab2afc4fea77b4fab4f79677	Bacteria	Acidobacteriota	Terriglobia	Bryobacterales	Bryobacteraceae	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	66	0	0	0	0
d1e0b27f96b822f181a849f994e70587	Bacteria	Patescibacteria	ABY1	XYB2-FULL-38-15	XYB2-FULL-38-15	XYB2-FULL-38-15	XYB2-FULL-38-15 sp001778095	0	0	0	0	0	0	0	0	0	0	66	0	0	0
fc5cdf7a638411252a8b01ffb627a112	Bacteria	Patescibacteria	Paceibacteria	UBA9936	UBA9936	UBA9936	Unassigned	0	0	0	0	0	0	0	0	0	0	66	0	0	0
bc3f248cb9b04e2638b3e3979aa6e397	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	JC017	JC017 sp004296775	0	0	0	0	0	0	0	0	0	0	0	0	66	0
3288c76b0a6a0f10c39f71f79f693349	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales_608018	Thiotrichaceae_608018	Thiofilum	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	66	0
1e23d41d7c64b19764a4125762384feb	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales_608018	Thiotrichaceae_608018	Thiofilum	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	66	0
5bb9126d99fb4ce7daacfea08a4815f4	Bacteria	Chloroflexota	Dehalococcoidia	GIF9	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	66
87b4b9bb725fdad661ef5dc4eeb88e3f	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales_505101	Rhizobiaceae	Ensifer_A_499891	Ensifer_A_499891 adhaerens	65	0	0	0	0	0	0	0	0	0	0	0	0	0
9087f93e4d24bf11afbdb60af068d31b	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	42	0	0	0	0	23	0	0	0	0	0	0	0	0
a94d3daa1b3d94a62bfb2df5c7614185	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Friedmanniella	Unassigned	0	65	0	0	0	0	0	0	0	0	0	0	0	0
804791deff5bef21bc1233e937d9fec8	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae_486827	Sphingomonas_L_486704	Unassigned	0	65	0	0	0	0	0	0	0	0	0	0	0	0
a45f320cd24b67e96b3c51a13a1dee8a	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	65	0	0	0	0	0	0	0	0	0	0	0
72d25f55ff3ff14c66a251198a2a821e	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	65	0	0	0	0	0	0	0	0	0	0	0
e8d1709dc6a967a44df391feb4dd5011	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	JC017	JC017 sp004296775	0	0	65	0	0	0	0	0	0	0	0	0	0	0
c1b8ca029265f8c94b794a266f9233b3	Bacteria	Acidobacteriota	Terriglobia	Acidoferrales	UBA7541	Palsa-189	Palsa-189 sp003223325	0	0	0	65	0	0	0	0	0	0	0	0	0	0
0cacb22d16b740a0e8c45fa06586e95c	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales_505101	Xanthobacteraceae	Unassigned	Unassigned	0	0	0	65	0	0	0	0	0	0	0	0	0	0
c4a07445dd3ad8071e673d847e24218e	Bacteria	Actinomycetota	Acidimicrobiia_401430	IMCC26256	IMCC26256	SHUZ01	SHUZ01 sp009694415	0	0	0	65	0	0	0	0	0	0	0	0	0	0
054be2e60053ab10782cae646f0d2788	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	JC017	JC017 sp004296775	0	0	0	0	0	65	0	0	0	0	0	0	0	0
876309800fca405370e09bc63e573d4c	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	65	0	0	0	0	0	0	0	0
90b52c888ac6a1f102de9aa158c64d45	Bacteria	Chloroflexota	Limnocylindria	Limnocylindrales	CSP1-4	GWC2-73-18	GWC2-73-18 sp001794945	0	0	0	0	0	0	65	0	0	0	0	0	0	0
a7e2283d3e2e4b7a152fff0ea078f177	Bacteria	Patescibacteria	Paceibacteria	UBA6257	2-01-FULL-56-20	SURF-56	Unassigned	0	0	0	0	0	0	65	0	0	0	0	0	0	0
ceb7d48b2bee9a0285fd3ad6e9a7daec	Bacteria	Actinomycetota	Acidimicrobiia_401430	Acidimicrobiales	Acidimicrobiaceae_401171	Acidiferrimicrobium	Unassigned	0	0	0	0	0	0	0	0	0	65	0	0	0	0
311f35fe8fcc12db5f73af188858d546	Bacteria	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	65	0	0	0	0
c0d29084368f38d3672c4cd358d921a4	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Nakamurellaceae	Nakamurella	Nakamurella silvestris	0	0	0	0	0	0	0	0	0	0	0	65	0	0
b26897d7c920bf13026cb61c61e63ff7	Bacteria	Chloroflexota	Limnocylindria	Limnocylindrales	CSP1-4	GWC2-73-18	GWC2-73-18 sp001794945	0	0	0	0	0	0	0	0	0	0	0	0	65	0
8c910eadef7417409fd1952d965d4eec	Bacteria	Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	65	0
e7cfe1dbc7a1ef660f9a7e2dd0084373	Bacteria	Cyanobacteriota	Chloroplast	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	65	0
